Date,City,Period,O3,NO2,PM10,PM2.5
2020-05-14,Edinburgh,Pandemic,64,NA,4,2
2020-05-14,London,Pandemic,65,11,7,3
2020-05-14,Manchester,Pandemic,47,23,12,6
2020-05-14,Sheffield,Pandemic,61,15,13,5
2020-05-15,Edinburgh,Pandemic,73,NA,5,3
2020-05-15,London,Pandemic,66,19,12,6
2020-05-15,Manchester,Pandemic,52,20,13,6
2020-05-15,Sheffield,Pandemic,71,12,20,5
2020-05-16,Edinburgh,Pandemic,70,NA,5,3
2020-05-16,London,Pandemic,69,18,9,5
2020-05-16,Manchester,Pandemic,57,14,9,5
2020-05-16,Sheffield,Pandemic,77,7,12,5
2020-05-17,Edinburgh,Pandemic,64,NA,3,2
2020-05-17,London,Pandemic,63,14,9,5
2020-05-17,Manchester,Pandemic,57,11,10,6
2020-05-17,Sheffield,Pandemic,74,6,10,5
2020-05-18,Edinburgh,Pandemic,67,NA,4,3
2020-05-18,London,Pandemic,76,10,10,5
2020-05-18,Manchester,Pandemic,51,16,11,5
2020-05-18,Sheffield,Pandemic,71,7,30,7
2020-05-19,Edinburgh,Pandemic,54,NA,4,2
2020-05-19,London,Pandemic,62,17,8,4
2020-05-19,Manchester,Pandemic,42,15,11,6
2020-05-19,Sheffield,Pandemic,59,10,15,6
2020-05-20,Edinburgh,Pandemic,63,NA,6,4
2020-05-20,London,Pandemic,62,18,9,5
2020-05-20,Manchester,Pandemic,44,23,20,11
2020-05-20,Sheffield,Pandemic,62,21,36,11
2020-05-21,Edinburgh,Pandemic,80,NA,7,4
2020-05-21,London,Pandemic,85,18,12,6
2020-05-21,Manchester,Pandemic,55,25,17,8
2020-05-21,Sheffield,Pandemic,90,12,33,8
2020-05-22,Edinburgh,Pandemic,75,NA,14,7
2020-05-22,London,Pandemic,80,7,18,9
2020-05-22,Manchester,Pandemic,61,7,24,9
2020-05-22,Sheffield,Pandemic,72,5,37,10
2020-05-23,Edinburgh,Pandemic,70,NA,10,5
2020-05-23,London,Pandemic,69,4,16,7
2020-05-23,Manchester,Pandemic,61,5,15,6
2020-05-23,Sheffield,Pandemic,69,3,20,7
2020-05-24,Edinburgh,Pandemic,64,NA,7,5
2020-05-24,London,Pandemic,65,10,13,8
2020-05-24,Manchester,Pandemic,56,9,16,9
2020-05-24,Sheffield,Pandemic,62,9,13,8
2020-05-25,Edinburgh,Pandemic,61,NA,9,5
2020-05-25,London,Pandemic,69,14,12,8
2020-05-25,Manchester,Pandemic,48,16,11,7
2020-05-25,Sheffield,Pandemic,66,10,9,5
2020-05-26,Edinburgh,Pandemic,59,NA,11,6
2020-05-26,London,Pandemic,68,19,13,7
2020-05-26,Manchester,Pandemic,50,14,11,6
2020-05-26,Sheffield,Pandemic,66,10,9,4
2020-05-27,Edinburgh,Pandemic,58,NA,12,6
2020-05-27,London,Pandemic,71,22,13,6
2020-05-27,Manchester,Pandemic,45,20,18,9
2020-05-27,Sheffield,Pandemic,64,12,14,6
2020-05-28,Edinburgh,Pandemic,57,NA,9,5
2020-05-28,London,Pandemic,69,12,12,5
2020-05-28,Manchester,Pandemic,59,22,15,7
2020-05-28,Sheffield,Pandemic,70,12,22,9
2020-05-29,Edinburgh,Pandemic,74,10,15,8
2020-05-29,London,Pandemic,70,16,14,6
2020-05-29,Manchester,Pandemic,55,20,13,4
2020-05-29,Sheffield,Pandemic,67,11,21,6
2020-05-30,Edinburgh,Pandemic,61,8,8,4
2020-05-30,London,Pandemic,88,12,14,7
2020-05-30,Manchester,Pandemic,75,13,11,5
2020-05-30,Sheffield,Pandemic,78,11,17,8
2020-05-31,Edinburgh,Pandemic,72,6,11,7
2020-05-31,London,Pandemic,86,10,12,6
2020-05-31,Manchester,Pandemic,83,10,13,7
2020-05-31,Sheffield,Pandemic,83,10,19,11
2020-06-01,Edinburgh,Pandemic,67,9,11,6
2020-06-01,London,Pandemic,83,13,12,5
2020-06-01,Manchester,Pandemic,64,18,14,5
2020-06-01,Sheffield,Pandemic,71,16,19,7
2020-06-02,Edinburgh,Pandemic,73,13,13,7
2020-06-02,London,Pandemic,71,19,14,5
2020-06-02,Manchester,Pandemic,70,17,15,6
2020-06-02,Sheffield,Pandemic,76,15,19,9
2020-06-03,Edinburgh,Pandemic,66,6,4,2
2020-06-03,London,Pandemic,59,27,16,8
2020-06-03,Manchester,Pandemic,43,20,10,5
2020-06-03,Sheffield,Pandemic,56,17,11,6
2020-06-04,Edinburgh,Pandemic,59,7,5,2
2020-06-04,London,Pandemic,64,10,9,4
2020-06-04,Manchester,Pandemic,41,16,8,3
2020-06-04,Sheffield,Pandemic,58,12,8,4
2020-06-05,Edinburgh,Pandemic,53,7,3,1
2020-06-05,London,Pandemic,59,11,7,3
2020-06-05,Manchester,Pandemic,49,8,12,4
2020-06-05,Sheffield,Pandemic,61,6,8,3
2020-06-06,Edinburgh,Pandemic,62,5,5,2
2020-06-06,London,Pandemic,47,13,7,4
2020-06-06,Manchester,Pandemic,43,9,8,4
2020-06-06,Sheffield,Pandemic,53,8,6,3
2020-06-07,Edinburgh,Pandemic,62,3,7,4
2020-06-07,London,Pandemic,41,14,6,4
2020-06-07,Manchester,Pandemic,40,9,9,5
2020-06-07,Sheffield,Pandemic,50,10,7,4
2020-06-08,Edinburgh,Pandemic,65,4,7,3
2020-06-08,London,Pandemic,57,10,11,6
2020-06-08,Manchester,Pandemic,42,17,13,7
2020-06-08,Sheffield,Pandemic,54,14,15,8
2020-06-09,Edinburgh,Pandemic,52,11,10,6
2020-06-09,London,Pandemic,66,16,12,7
2020-06-09,Manchester,Pandemic,46,19,17,10
2020-06-09,Sheffield,Pandemic,50,22,20,10
2020-06-10,Edinburgh,Pandemic,53,6,6,4
2020-06-10,London,Pandemic,56,16,13,9
2020-06-10,Manchester,Pandemic,41,22,13,9
2020-06-10,Sheffield,Pandemic,51,22,16,10
2020-06-11,Edinburgh,Pandemic,75,2,10,5
2020-06-11,London,Pandemic,62,14,14,10
2020-06-11,Manchester,Pandemic,56,15,13,7
2020-06-11,Sheffield,Pandemic,63,13,13,9
2020-06-12,Edinburgh,Pandemic,74,2,16,9
2020-06-12,London,Pandemic,59,22,21,17
2020-06-12,Manchester,Pandemic,44,18,6,3
2020-06-12,Sheffield,Pandemic,50,18,10,8
2020-06-13,Edinburgh,Pandemic,58,7,9,8
2020-06-13,London,Pandemic,58,20,9,6
2020-06-13,Manchester,Pandemic,54,15,13,9
2020-06-13,Sheffield,Pandemic,66,16,24,19
2020-06-14,Edinburgh,Pandemic,61,5,6,5
2020-06-14,London,Pandemic,67,14,11,8
2020-06-14,Manchester,Pandemic,61,13,14,11
2020-06-14,Sheffield,Pandemic,71,15,21,17
2020-06-15,Edinburgh,Pandemic,57,7,8,7
2020-06-15,London,Pandemic,57,18,8,5
2020-06-15,Manchester,Pandemic,52,25,19,14
2020-06-15,Sheffield,Pandemic,62,17,25,19
2020-06-16,Edinburgh,Pandemic,59,9,9,7
2020-06-16,London,Pandemic,70,11,7,5
2020-06-16,Manchester,Pandemic,37,30,24,19
2020-06-16,Sheffield,Pandemic,55,20,28,21
2020-06-17,Edinburgh,Pandemic,77,6,9,6
2020-06-17,London,Pandemic,53,26,11,7
2020-06-17,Manchester,Pandemic,32,28,19,14
2020-06-17,Sheffield,Pandemic,60,19,30,24
2020-06-18,Edinburgh,Pandemic,86,4,12,8
2020-06-18,London,Pandemic,68,15,6,4
2020-06-18,Manchester,Pandemic,31,29,12,10
2020-06-18,Sheffield,Pandemic,50,20,17,13
2020-06-19,Edinburgh,Pandemic,80,8,11,8
2020-06-19,London,Pandemic,61,9,8,5
2020-06-19,Manchester,Pandemic,29,25,8,5
2020-06-19,Sheffield,Pandemic,41,13,10,5
2020-06-20,Edinburgh,Pandemic,59,5,6,4
2020-06-20,London,Pandemic,55,8,7,4
2020-06-20,Manchester,Pandemic,35,15,9,5
2020-06-20,Sheffield,Pandemic,53,8,8,4
2020-06-21,Edinburgh,Pandemic,52,4,7,4
2020-06-21,London,Pandemic,54,6,8,4
2020-06-21,Manchester,Pandemic,39,9,10,6
2020-06-21,Sheffield,Pandemic,53,5,9,5
2020-06-22,Edinburgh,Pandemic,50,3,6,3
2020-06-22,London,Pandemic,56,8,13,7
2020-06-22,Manchester,Pandemic,39,17,17,8
2020-06-22,Sheffield,Pandemic,60,8,18,7
2020-06-23,Edinburgh,Pandemic,47,4,3,1
2020-06-23,London,Pandemic,72,16,14,7
2020-06-23,Manchester,Pandemic,41,20,14,7
2020-06-23,Sheffield,Pandemic,60,16,35,9
2020-06-24,Edinburgh,Pandemic,71,8,10,6
2020-06-24,London,Pandemic,109,32,21,11
2020-06-24,Manchester,Pandemic,79,35,20,11
2020-06-24,Sheffield,Pandemic,106,28,38,14
2020-06-25,Edinburgh,Pandemic,100,9,21,12
2020-06-25,London,Pandemic,119,29,21,10
2020-06-25,Manchester,Pandemic,90,30,23,12
2020-06-25,Sheffield,Pandemic,96,23,45,18
2020-06-26,Edinburgh,Pandemic,89,12,18,13
2020-06-26,London,Pandemic,99,18,16,10
2020-06-26,Manchester,Pandemic,72,31,23,12
2020-06-26,Sheffield,Pandemic,80,31,56,21
2020-06-27,Edinburgh,Pandemic,48,8,10,7
2020-06-27,London,Pandemic,57,6,8,5
2020-06-27,Manchester,Pandemic,32,14,8,4
2020-06-27,Sheffield,Pandemic,49,9,8,4
2020-06-28,Edinburgh,Pandemic,51,1,1,0
2020-06-28,London,Pandemic,59,5,7,4
2020-06-28,Manchester,Pandemic,38,9,7,3
2020-06-28,Sheffield,Pandemic,55,3,8,3
2020-06-29,Edinburgh,Pandemic,53,4,3,2
2020-06-29,London,Pandemic,56,6,14,5
2020-06-29,Manchester,Pandemic,26,19,6,3
2020-06-29,Sheffield,Pandemic,46,8,5,2
2020-06-30,Edinburgh,Pandemic,50,7,5,2
2020-06-30,London,Pandemic,41,10,6,3
2020-06-30,Manchester,Pandemic,22,23,12,7
2020-06-30,Sheffield,Pandemic,47,12,42,9
2020-07-01,Edinburgh,Pandemic,48,5,8,4
2020-07-01,London,Pandemic,41,9,5,3
2020-07-01,Manchester,Pandemic,25,18,9,5
2020-07-01,Sheffield,Pandemic,37,18,10,5
2020-07-02,Edinburgh,Pandemic,52,6,7,3
2020-07-02,London,Pandemic,40,17,6,3
2020-07-02,Manchester,Pandemic,27,19,7,4
2020-07-02,Sheffield,Pandemic,33,20,7,4
2020-07-03,Edinburgh,Pandemic,40,10,3,1
2020-07-03,London,Pandemic,49,9,10,5
2020-07-03,Manchester,Pandemic,25,19,7,3
2020-07-03,Sheffield,Pandemic,43,8,10,6
2020-07-04,Edinburgh,Pandemic,44,11,4,2
2020-07-04,London,Pandemic,36,6,6,3
2020-07-04,Manchester,Pandemic,13,13,4,2
2020-07-04,Sheffield,Pandemic,28,6,3,1
2020-07-05,Edinburgh,Pandemic,44,7,4,2
2020-07-05,London,Pandemic,47,3,10,4
2020-07-05,Manchester,Pandemic,35,5,11,4
2020-07-05,Sheffield,Pandemic,47,3,7,3
2020-07-06,Edinburgh,Pandemic,45,14,7,3
2020-07-06,London,Pandemic,49,10,11,5
2020-07-06,Manchester,Pandemic,40,11,15,6
2020-07-06,Sheffield,Pandemic,53,7,10,4
2020-07-07,Edinburgh,Pandemic,47,14,7,3
2020-07-07,London,Pandemic,41,21,10,5
2020-07-07,Manchester,Pandemic,21,24,8,4
2020-07-07,Sheffield,Pandemic,38,16,9,5
2020-07-08,Edinburgh,Pandemic,47,6,7,3
2020-07-08,London,Pandemic,23,13,6,3
2020-07-08,Manchester,Pandemic,17,26,7,4
2020-07-08,Sheffield,Pandemic,36,22,7,4
2020-07-09,Edinburgh,Pandemic,44,NA,7,3
2020-07-09,London,Pandemic,22,10,6,4
2020-07-09,Manchester,Pandemic,24,23,5,3
2020-07-09,Sheffield,Pandemic,43,17,3,2
2020-07-10,Edinburgh,Pandemic,39,NA,4,2
2020-07-10,London,Pandemic,45,12,6,3
2020-07-10,Manchester,Pandemic,28,15,10,4
2020-07-10,Sheffield,Pandemic,46,9,6,3
2020-07-11,Edinburgh,Pandemic,41,12,4,2
2020-07-11,London,Pandemic,43,16,7,4
2020-07-11,Manchester,Pandemic,34,12,7,4
2020-07-11,Sheffield,Pandemic,49,7,6,3
2020-07-12,Edinburgh,Pandemic,54,6,4,2
2020-07-12,London,Pandemic,63,17,9,5
2020-07-12,Manchester,Pandemic,34,18,7,4
2020-07-12,Sheffield,Pandemic,50,12,6,3
2020-07-13,Edinburgh,Pandemic,39,10,4,1
2020-07-13,London,Pandemic,56,14,8,3
2020-07-13,Manchester,Pandemic,25,19,7,3
2020-07-13,Sheffield,Pandemic,38,12,5,2
2020-07-14,Edinburgh,Pandemic,40,14,4,2
2020-07-14,London,Pandemic,46,12,8,4
2020-07-14,Manchester,Pandemic,32,13,9,3
2020-07-14,Sheffield,Pandemic,45,8,5,3
2020-07-15,Edinburgh,Pandemic,32,16,4,1
2020-07-15,London,Pandemic,35,15,7,3
2020-07-15,Manchester,Pandemic,19,19,8,4
2020-07-15,Sheffield,Pandemic,37,8,6,4
2020-07-16,Edinburgh,Pandemic,33,13,8,3
2020-07-16,London,Pandemic,35,12,8,3
2020-07-16,Manchester,Pandemic,17,18,10,4
2020-07-16,Sheffield,Pandemic,34,7,6,4
2020-07-17,Edinburgh,Pandemic,29,12,5,2
2020-07-17,London,Pandemic,37,16,15,5
2020-07-17,Manchester,Pandemic,14,20,NA,NA
2020-07-17,Sheffield,Pandemic,32,7,11,4
2020-07-18,Edinburgh,Pandemic,48,11,7,3
2020-07-18,London,Pandemic,38,10,9,4
2020-07-18,Manchester,Pandemic,20,14,NA,NA
2020-07-18,Sheffield,Pandemic,33,7,7,3
2020-07-19,Edinburgh,Pandemic,43,15,10,5
2020-07-19,London,Pandemic,42,11,5,3
2020-07-19,Manchester,Pandemic,36,9,NA,NA
2020-07-19,Sheffield,Pandemic,52,3,8,4
2020-07-20,Edinburgh,Pandemic,38,18,7,3
2020-07-20,London,Pandemic,53,12,8,4
2020-07-20,Manchester,Pandemic,32,18,NA,NA
2020-07-20,Sheffield,Pandemic,51,6,7,3
2020-07-21,Edinburgh,Pandemic,44,15,6,3
2020-07-21,London,Pandemic,55,17,9,4
2020-07-21,Manchester,Pandemic,25,28,NA,NA
2020-07-21,Sheffield,Pandemic,52,11,9,5
2020-07-22,Edinburgh,Pandemic,27,13,4,2
2020-07-22,London,Pandemic,84,11,10,4
2020-07-22,Manchester,Pandemic,22,24,NA,NA
2020-07-22,Sheffield,Pandemic,42,13,10,5
2020-07-23,Edinburgh,Pandemic,18,15,4,2
2020-07-23,London,Pandemic,71,12,12,4
2020-07-23,Manchester,Pandemic,21,18,NA,NA
2020-07-23,Sheffield,Pandemic,39,8,7,3
2020-07-24,Edinburgh,Pandemic,37,10,6,3
2020-07-24,London,Pandemic,44,10,8,4
2020-07-24,Manchester,Pandemic,23,17,NA,NA
2020-07-24,Sheffield,Pandemic,45,9,6,3
2020-07-25,Edinburgh,Pandemic,29,8,3,2
2020-07-25,London,Pandemic,38,9,5,3
2020-07-25,Manchester,Pandemic,19,13,NA,NA
2020-07-25,Sheffield,Pandemic,33,11,5,3
2020-07-26,Edinburgh,Pandemic,42,5,5,2
2020-07-26,London,Pandemic,32,8,9,4
2020-07-26,Manchester,Pandemic,22,10,NA,NA
2020-07-26,Sheffield,Pandemic,36,6,6,3
2020-07-27,Edinburgh,Pandemic,32,8,4,2
2020-07-27,London,Pandemic,36,10,8,5
2020-07-27,Manchester,Pandemic,26,14,NA,NA
2020-07-27,Sheffield,Pandemic,36,12,6,3
2020-07-28,Edinburgh,Pandemic,45,5,7,2
2020-07-28,London,Pandemic,40,13,8,3
2020-07-28,Manchester,Pandemic,34,13,NA,NA
2020-07-28,Sheffield,Pandemic,48,8,7,3
2020-07-29,London,Pandemic,46,17,9,4
2020-07-29,Manchester,Pandemic,35,14,NA,NA
2020-07-30,London,Pandemic,60,22,10,4
2020-07-30,Manchester,Pandemic,26,36,NA,NA
2020-07-31,Edinburgh,Pandemic,60,9,15,7
2020-07-31,London,Pandemic,88,29,35,12
2020-07-31,Manchester,Pandemic,58,34,NA,NA
2020-07-31,Sheffield,Pandemic,76,28,23,9
2020-08-01,Edinburgh,Pandemic,44,5,7,4
2020-08-01,London,Pandemic,45,9,9,4
2020-08-01,Manchester,Pandemic,27,15,10,5
2020-08-01,Sheffield,Pandemic,40,9,7,4
2020-08-02,Edinburgh,Pandemic,43,5,4,2
2020-08-02,London,Pandemic,47,10,6,3
2020-08-02,Manchester,Pandemic,36,9,7,3
2020-08-02,Sheffield,Pandemic,46,6,6,3
2020-08-03,Edinburgh,Pandemic,45,8,7,3
2020-08-03,London,Pandemic,53,13,7,3
2020-08-03,Manchester,Pandemic,32,14,7,3
2020-08-03,Sheffield,Pandemic,45,9,5,2
2020-08-04,Edinburgh,Pandemic,43,4,3,2
2020-08-04,London,Pandemic,56,15,11,4
2020-08-04,Manchester,Pandemic,21,22,9,4
2020-08-04,Sheffield,Pandemic,37,11,8,3
2020-08-05,Edinburgh,Pandemic,28,9,4,2
2020-08-05,London,Pandemic,61,8,7,3
2020-08-05,Manchester,Pandemic,21,17,7,3
2020-08-05,Sheffield,Pandemic,41,6,7,3
2020-08-06,Edinburgh,Pandemic,38,9,5,3
2020-08-06,London,Pandemic,49,13,7,3
2020-08-06,Manchester,Pandemic,15,24,10,5
2020-08-06,Sheffield,Pandemic,30,14,7,3
2020-08-07,Edinburgh,Pandemic,41,5,3,1
2020-08-07,London,Pandemic,57,52,21,9
2020-08-07,Manchester,Pandemic,17,17,8,4
2020-08-07,Sheffield,Pandemic,33,14,15,4
2020-08-08,Edinburgh,Pandemic,47,5,5,3
2020-08-08,London,Pandemic,77,30,25,13
2020-08-08,Manchester,Pandemic,31,15,11,5
2020-08-08,Sheffield,Pandemic,NA,10,11,5
2020-08-09,Edinburgh,Pandemic,50,2,10,5
2020-08-09,London,Pandemic,114,13,26,17
2020-08-09,Manchester,Pandemic,43,10,18,11
2020-08-09,Sheffield,Pandemic,NA,5,21,12
2020-08-10,Edinburgh,Pandemic,51,4,14,7
2020-08-10,London,Pandemic,111,24,31,19
2020-08-10,Manchester,Pandemic,45,25,25,13
2020-08-10,Sheffield,Pandemic,NA,13,30,15
2020-08-11,Edinburgh,Pandemic,54,6,16,11
2020-08-11,London,Pandemic,124,37,NA,NA
2020-08-11,Manchester,Pandemic,72,29,34,21
2020-08-11,Sheffield,Pandemic,NA,18,37,23
2020-08-12,Edinburgh,Pandemic,81,NA,12,8
2020-08-12,London,Pandemic,135,35,NA,NA
2020-08-12,Manchester,Pandemic,72,27,22,13
2020-08-12,Sheffield,Pandemic,NA,24,33,20
2020-08-13,Edinburgh,Pandemic,79,NA,11,8
2020-08-13,London,Pandemic,106,15,27,20
2020-08-13,Manchester,Pandemic,55,21,20,13
2020-08-13,Sheffield,Pandemic,NA,15,22,15
2020-08-14,Edinburgh,Pandemic,65,5,6,4
2020-08-14,London,Pandemic,67,14,16,10
2020-08-14,Manchester,Pandemic,60,20,14,8
2020-08-14,Sheffield,Pandemic,NA,13,15,9
2020-08-15,Edinburgh,Pandemic,65,5,5,3
2020-08-15,London,Pandemic,50,15,17,13
2020-08-15,Manchester,Pandemic,54,19,16,11
2020-08-15,Sheffield,Pandemic,NA,12,18,12
2020-08-16,Edinburgh,Pandemic,70,3,6,4
2020-08-16,London,Pandemic,62,18,22,17
2020-08-16,Manchester,Pandemic,39,13,7,5
2020-08-16,Sheffield,Pandemic,NA,12,10,7
2020-08-17,Edinburgh,Pandemic,63,6,5,4
2020-08-17,London,Pandemic,62,15,8,4
2020-08-17,Manchester,Pandemic,29,27,9,6
2020-08-17,Sheffield,Pandemic,NA,23,12,7
2020-08-18,Edinburgh,Pandemic,55,8,15,12
2020-08-18,London,Pandemic,53,9,6,3
2020-08-18,Manchester,Pandemic,25,21,8,4
2020-08-18,Sheffield,Pandemic,NA,16,7,4
2020-08-19,Edinburgh,Pandemic,49,8,17,13
2020-08-19,London,Pandemic,36,17,7,4
2020-08-19,Manchester,Pandemic,11,29,9,5
2020-08-19,Sheffield,Pandemic,NA,24,9,5
2020-08-20,Edinburgh,Pandemic,56,4,13,5
2020-08-20,London,Pandemic,59,12,17,8
2020-08-20,Manchester,Pandemic,40,17,17,7
2020-08-20,Sheffield,Pandemic,NA,11,15,6
2020-08-21,Edinburgh,Pandemic,52,4,5,3
2020-08-21,London,Pandemic,67,6,17,8
2020-08-21,Manchester,Pandemic,41,14,11,5
2020-08-21,Sheffield,Pandemic,NA,6,10,4
2020-08-22,Edinburgh,Pandemic,53,6,8,4
2020-08-22,London,Pandemic,66,6,10,5
2020-08-22,Manchester,Pandemic,32,15,9,5
2020-08-22,Sheffield,Pandemic,NA,5,6,3
2020-08-23,Edinburgh,Pandemic,43,8,4,2
2020-08-23,London,Pandemic,55,7,7,4
2020-08-23,Manchester,Pandemic,26,17,10,5
2020-08-23,Sheffield,Pandemic,NA,7,6,4
2020-08-24,Edinburgh,Pandemic,48,6,4,2
2020-08-24,London,Pandemic,48,12,7,3
2020-08-24,Manchester,Pandemic,35,21,9,4
2020-08-24,Sheffield,Pandemic,NA,14,9,5
2020-08-25,Edinburgh,Pandemic,57,3,5,3
2020-08-25,London,Pandemic,54,7,7,4
2020-08-25,Manchester,Pandemic,28,18,7,3
2020-08-25,Sheffield,Pandemic,40,9,5,3
2020-08-26,Edinburgh,Pandemic,39,13,6,3
2020-08-26,London,Pandemic,52,13,7,4
2020-08-26,Manchester,Pandemic,27,22,9,5
2020-08-26,Sheffield,Pandemic,45,11,5,2
2020-08-27,Edinburgh,Pandemic,34,9,10,5
2020-08-27,London,Pandemic,35,20,11,6
2020-08-27,Manchester,Pandemic,12,31,11,6
2020-08-27,Sheffield,Pandemic,21,26,10,6
2020-08-28,Edinburgh,Pandemic,51,11,7,3
2020-08-28,London,Pandemic,45,13,6,3
2020-08-28,Manchester,Pandemic,28,21,7,3
2020-08-28,Sheffield,Pandemic,40,16,7,4
2020-08-29,Edinburgh,Pandemic,47,11,4,1
2020-08-29,London,Pandemic,53,8,8,4
2020-08-29,Manchester,Pandemic,30,18,8,4
2020-08-29,Sheffield,Pandemic,45,9,7,4
2020-08-30,Edinburgh,Pandemic,46,10,5,3
2020-08-30,London,Pandemic,61,9,11,5
2020-08-30,Manchester,Pandemic,35,18,8,4
2020-08-30,Sheffield,Pandemic,44,11,8,5
2020-08-31,Edinburgh,Pandemic,44,13,6,3
2020-08-31,London,Pandemic,42,29,10,6
2020-08-31,Manchester,Pandemic,25,31,11,6
2020-08-31,Sheffield,Pandemic,33,20,8,5
2020-09-01,Edinburgh,Pandemic,56,12,6,3
2020-09-01,London,Pandemic,35,42,14,9
2020-09-01,Manchester,Pandemic,28,40,14,7
2020-09-01,Sheffield,Pandemic,33,27,13,7
2020-09-02,Edinburgh,Pandemic,61,4,4,2
2020-09-02,London,Pandemic,58,26,10,6
2020-09-02,Manchester,Pandemic,31,31,12,7
2020-09-02,Sheffield,Pandemic,44,17,12,8
2020-09-03,Edinburgh,Pandemic,49,9,9,4
2020-09-03,London,Pandemic,47,13,8,5
2020-09-03,Manchester,Pandemic,24,19,9,4
2020-09-03,Sheffield,Pandemic,36,10,6,3
2020-09-04,Edinburgh,Pandemic,47,NA,10,5
2020-09-04,London,Pandemic,46,16,11,6
2020-09-04,Manchester,Pandemic,33,22,16,7
2020-09-04,Sheffield,Pandemic,44,10,12,6
2020-09-05,Edinburgh,Pandemic,42,NA,10,5
2020-09-05,London,Pandemic,37,21,10,6
2020-09-05,Manchester,Pandemic,30,19,12,6
2020-09-05,Sheffield,Pandemic,46,9,10,5
2020-09-06,Edinburgh,Pandemic,43,NA,5,3
2020-09-06,London,Pandemic,36,21,9,6
2020-09-06,Manchester,Pandemic,25,17,8,5
2020-09-06,Sheffield,Pandemic,40,10,9,6
2020-09-07,Edinburgh,Pandemic,40,NA,2,1
2020-09-07,London,Pandemic,30,22,9,5
2020-09-07,Manchester,Pandemic,10,26,9,5
2020-09-07,Sheffield,Pandemic,25,13,7,4
2020-09-08,Edinburgh,Pandemic,35,NA,3,1
2020-09-08,London,Pandemic,38,14,7,3
2020-09-08,Manchester,Pandemic,NA,NA,8,4
2020-09-08,Sheffield,Pandemic,26,9,5,2
2020-09-09,Edinburgh,Pandemic,46,NA,11,5
2020-09-09,London,Pandemic,39,16,10,5
2020-09-09,Manchester,Pandemic,NA,NA,11,5
2020-09-09,Sheffield,Pandemic,43,7,8,4
2020-09-10,Edinburgh,Pandemic,58,NA,13,6
2020-09-10,London,Pandemic,53,23,12,6
2020-09-10,Manchester,Pandemic,23,36,20,10
2020-09-10,Sheffield,Pandemic,45,17,14,8
2020-09-11,Edinburgh,Pandemic,46,NA,8,4
2020-09-11,London,Pandemic,41,29,12,7
2020-09-11,Manchester,Pandemic,30,21,14,6
2020-09-11,Sheffield,Pandemic,44,10,10,5
2020-09-12,Edinburgh,Pandemic,54,NA,12,6
2020-09-12,London,Pandemic,53,12,8,5
2020-09-12,Manchester,Pandemic,32,17,12,6
2020-09-12,Sheffield,Pandemic,45,9,10,5
2020-09-13,Edinburgh,Pandemic,45,NA,5,3
2020-09-13,London,Pandemic,50,14,8,5
2020-09-13,Manchester,Pandemic,31,15,9,5
2020-09-13,Sheffield,Pandemic,44,8,8,5
2020-09-14,Edinburgh,Pandemic,36,NA,9,5
2020-09-14,London,Pandemic,50,45,19,11
2020-09-14,Manchester,Pandemic,27,41,16,8
2020-09-14,Sheffield,Pandemic,37,26,17,10
2020-09-15,Edinburgh,Pandemic,13,NA,20,10
2020-09-15,London,Pandemic,68,45,38,24
2020-09-15,Manchester,Pandemic,39,52,23,11
2020-09-15,Sheffield,Pandemic,37,44,26,13
2020-09-16,Edinburgh,Pandemic,60,NA,12,4
2020-09-16,London,Pandemic,87,18,24,14
2020-09-16,Manchester,Pandemic,22,29,25,15
2020-09-16,Sheffield,Pandemic,35,18,21,12
2020-09-17,Edinburgh,Pandemic,38,NA,12,6
2020-09-17,London,Pandemic,66,14,17,6
2020-09-17,Manchester,Pandemic,37,25,21,9
2020-09-17,Sheffield,Pandemic,41,20,21,8
2020-09-18,Edinburgh,Pandemic,30,NA,17,7
2020-09-18,London,Pandemic,63,18,17,5
2020-09-18,Manchester,Pandemic,39,25,19,7
2020-09-18,Sheffield,Pandemic,39,26,19,7
2020-09-19,Edinburgh,Pandemic,60,NA,7,3
2020-09-19,London,Pandemic,74,14,18,6
2020-09-19,Manchester,Pandemic,53,18,17,7
2020-09-19,Sheffield,Pandemic,57,12,14,6
2020-09-20,Edinburgh,Pandemic,38,NA,4,2
2020-09-20,London,Pandemic,NA,12,17,7
2020-09-20,Manchester,Pandemic,44,17,12,7
2020-09-20,Sheffield,Pandemic,54,12,10,6
2020-09-21,Edinburgh,Pandemic,44,NA,12,7
2020-09-21,London,Pandemic,52,39,21,11
2020-09-21,Manchester,Pandemic,27,39,25,14
2020-09-21,Sheffield,Pandemic,39,32,17,9
2020-09-22,Edinburgh,Pandemic,63,7,8,5
2020-09-22,London,Pandemic,67,29,20,12
2020-09-22,Manchester,Pandemic,32,39,28,17
2020-09-22,Sheffield,Pandemic,56,26,28,16
2020-09-23,Edinburgh,Pandemic,48,18,5,2
2020-09-23,London,Pandemic,68,15,8,5
2020-09-23,Manchester,Pandemic,30,26,6,4
2020-09-23,Sheffield,Pandemic,47,18,6,4
2020-09-24,Edinburgh,Pandemic,46,17,7,3
2020-09-24,London,Pandemic,50,22,6,3
2020-09-24,Manchester,Pandemic,28,29,9,4
2020-09-24,Sheffield,Pandemic,40,19,7,4
2020-09-25,Edinburgh,Pandemic,42,16,5,2
2020-09-25,London,Pandemic,50,14,9,4
