Date,City,Period,O3,NO2,PM10,PM2.5
2024-02-18,Manchester,Post-Pandemic,41,NA,NA,NA
2024-02-18,Sheffield,Post-Pandemic,56,NA,7,4
2024-02-19,Edinburgh,Post-Pandemic,64,10,17,9
2024-02-19,London,Post-Pandemic,45,21,11,7
2024-02-19,Manchester,Post-Pandemic,43,NA,NA,NA
2024-02-19,Sheffield,Post-Pandemic,62,NA,15,8
2024-02-20,Edinburgh,Post-Pandemic,68,5,11,6
2024-02-20,London,Post-Pandemic,53,15,12,7
2024-02-20,Manchester,Post-Pandemic,35,31,NA,NA
2024-02-20,Sheffield,Post-Pandemic,56,NA,10,6
2024-02-21,Edinburgh,Post-Pandemic,67,7,9,4
2024-02-21,London,Post-Pandemic,71,9,6,3
2024-02-21,Manchester,Post-Pandemic,48,25,NA,NA
2024-02-21,Sheffield,Post-Pandemic,58,NA,5,3
2024-02-22,Edinburgh,Post-Pandemic,70,11,5,2
2024-02-22,London,Post-Pandemic,66,15,5,3
2024-02-22,Manchester,Post-Pandemic,53,27,NA,NA
2024-02-22,Sheffield,Post-Pandemic,66,NA,7,4
2024-02-23,Edinburgh,Post-Pandemic,66,11,4,2
2024-02-23,London,Post-Pandemic,56,18,6,4
2024-02-23,Manchester,Post-Pandemic,35,37,NA,NA
2024-02-23,Sheffield,Post-Pandemic,49,NA,8,5
2024-02-24,Edinburgh,Post-Pandemic,39,28,7,4
2024-02-24,London,Post-Pandemic,39,29,10,7
2024-02-24,Manchester,Post-Pandemic,22,46,NA,NA
2024-02-24,Sheffield,Post-Pandemic,24,NA,16,11
2024-02-25,Edinburgh,Post-Pandemic,34,25,10,7
2024-02-25,London,Post-Pandemic,37,29,15,12
2024-02-25,Manchester,Post-Pandemic,34,34,NA,NA
2024-02-25,Sheffield,Post-Pandemic,35,NA,14,11
2024-02-26,Edinburgh,Post-Pandemic,45,25,7,3
2024-02-26,London,Post-Pandemic,73,7,6,4
2024-02-26,Manchester,Post-Pandemic,44,28,NA,NA
2024-02-26,Sheffield,Post-Pandemic,60,NA,8,5
2024-02-27,Edinburgh,Post-Pandemic,71,7,11,5
2024-02-27,London,Post-Pandemic,42,26,9,6
2024-02-27,Manchester,Post-Pandemic,17,48,NA,NA
2024-02-27,Sheffield,Post-Pandemic,48,NA,12,8
2024-02-28,Edinburgh,Post-Pandemic,NA,NA,11,6
2024-02-28,London,Post-Pandemic,53,18,7,5
2024-02-28,Manchester,Post-Pandemic,25,41,NA,NA
2024-02-28,Sheffield,Post-Pandemic,48,NA,15,9
2024-02-29,Edinburgh,Post-Pandemic,NA,NA,8,4
2024-02-29,London,Post-Pandemic,62,18,5,3
2024-02-29,Manchester,Post-Pandemic,46,27,NA,NA
2024-02-29,Sheffield,Post-Pandemic,59,NA,14,6
2024-03-01,Edinburgh,Post-Pandemic,62,12,8,4
2024-03-01,London,Post-Pandemic,73,13,6,3
2024-03-01,Manchester,Post-Pandemic,36,41,NA,NA
2024-03-01,Sheffield,Post-Pandemic,41,NA,9,6
2024-03-02,Edinburgh,Post-Pandemic,71,10,7,4
2024-03-02,London,Post-Pandemic,68,17,5,3
2024-03-02,Manchester,Post-Pandemic,30,39,NA,NA
2024-03-02,Sheffield,Post-Pandemic,39,NA,11,9
2024-03-03,Edinburgh,Post-Pandemic,63,9,6,4
2024-03-03,London,Post-Pandemic,34,35,11,8
2024-03-03,Manchester,Post-Pandemic,41,30,NA,NA
2024-03-03,Sheffield,Post-Pandemic,45,NA,14,11
2024-03-04,Edinburgh,Post-Pandemic,62,12,9,6
2024-03-04,London,Post-Pandemic,52,27,10,6
2024-03-04,Manchester,Post-Pandemic,31,45,NA,NA
2024-03-04,Sheffield,Post-Pandemic,33,NA,14,9
2024-03-05,Edinburgh,Post-Pandemic,61,11,9,5
2024-03-05,London,Post-Pandemic,52,24,10,7
2024-03-05,Manchester,Post-Pandemic,34,41,NA,NA
2024-03-05,Sheffield,Post-Pandemic,41,NA,19,11
2024-03-06,Edinburgh,Post-Pandemic,51,11,16,12
2024-03-06,London,Post-Pandemic,NA,NA,24,19
2024-03-06,Manchester,Post-Pandemic,20,52,NA,NA
2024-03-06,Sheffield,Post-Pandemic,16,NA,31,24
2024-03-07,Edinburgh,Post-Pandemic,57,10,19,15
2024-03-07,London,Post-Pandemic,NA,NA,36,30
2024-03-07,Manchester,Post-Pandemic,38,31,NA,NA
2024-03-07,Sheffield,Post-Pandemic,40,NA,30,25
2024-03-08,Edinburgh,Post-Pandemic,80,6,23,15
2024-03-08,London,Post-Pandemic,42,23,37,28
2024-03-08,Manchester,Post-Pandemic,49,25,NA,NA
2024-03-08,Sheffield,Post-Pandemic,54,NA,39,28
2024-03-09,Edinburgh,Post-Pandemic,79,7,33,22
2024-03-09,London,Post-Pandemic,49,26,19,13
2024-03-09,Manchester,Post-Pandemic,47,22,NA,NA
2024-03-09,Sheffield,Post-Pandemic,44,NA,52,39
2024-03-10,Edinburgh,Post-Pandemic,69,8,36,24
2024-03-10,London,Post-Pandemic,42,25,17,14
2024-03-10,Manchester,Post-Pandemic,43,19,NA,NA
2024-03-10,Sheffield,Post-Pandemic,41,NA,41,33
2024-03-11,Edinburgh,Post-Pandemic,59,11,22,14
2024-03-11,London,Post-Pandemic,35,21,43,35
2024-03-11,Sheffield,Post-Pandemic,40,NA,31,25
2024-03-12,Edinburgh,Post-Pandemic,46,12,11,9
2024-03-12,London,Post-Pandemic,38,20,12,9
2024-03-12,Sheffield,Post-Pandemic,39,NA,12,10
2024-03-13,Edinburgh,Post-Pandemic,71,6,5,2
2024-03-13,London,Post-Pandemic,61,10,7,4
2024-03-13,Manchester,Post-Pandemic,NA,27,NA,NA
2024-03-13,Sheffield,Post-Pandemic,64,NA,3,1
2024-03-14,Edinburgh,Post-Pandemic,70,12,5,3
2024-03-14,London,Post-Pandemic,56,12,9,5
2024-03-14,Manchester,Post-Pandemic,NA,26,NA,NA
2024-03-14,Sheffield,Post-Pandemic,60,NA,7,5
2024-03-15,Edinburgh,Post-Pandemic,64,16,3,2
2024-03-15,London,Post-Pandemic,72,11,10,6
2024-03-15,Manchester,Post-Pandemic,NA,19,NA,NA
2024-03-15,Sheffield,Post-Pandemic,69,NA,7,4
2024-03-16,Edinburgh,Post-Pandemic,53,16,5,3
2024-03-16,London,Post-Pandemic,55,18,7,4
2024-03-16,Manchester,Post-Pandemic,NA,36,NA,NA
2024-03-16,Sheffield,Post-Pandemic,45,NA,8,5
2024-03-17,Edinburgh,Post-Pandemic,43,17,4,2
2024-03-17,London,Post-Pandemic,56,11,8,6
2024-03-17,Manchester,Post-Pandemic,NA,20,NA,NA
2024-03-17,Sheffield,Post-Pandemic,59,NA,7,5
2024-03-18,Edinburgh,Post-Pandemic,78,3,6,3
2024-03-18,London,Post-Pandemic,65,11,9,5
2024-03-18,Manchester,Post-Pandemic,NA,26,NA,NA
2024-03-18,Sheffield,Post-Pandemic,64,NA,10,5
2024-03-19,Edinburgh,Post-Pandemic,69,10,9,5
2024-03-19,London,Post-Pandemic,64,12,6,4
2024-03-19,Manchester,Post-Pandemic,49,24,12,6
2024-03-19,Sheffield,Post-Pandemic,62,NA,10,6
2024-03-20,Edinburgh,Post-Pandemic,55,18,12,7
2024-03-20,London,Post-Pandemic,54,17,13,8
2024-03-20,Sheffield,Post-Pandemic,36,NA,13,10
2024-03-21,Edinburgh,Post-Pandemic,67,5,12,7
2024-03-21,London,Post-Pandemic,53,15,12,9
2024-03-21,Sheffield,Post-Pandemic,52,NA,14,10
2024-03-22,Edinburgh,Post-Pandemic,80,6,12,6
2024-03-22,London,Post-Pandemic,54,18,13,8
2024-03-22,Manchester,Post-Pandemic,67,12,20,9
2024-03-22,Sheffield,Post-Pandemic,75,NA,13,6
2024-03-23,Edinburgh,Post-Pandemic,71,9,9,5
2024-03-23,London,Post-Pandemic,75,8,8,4
2024-03-23,Manchester,Post-Pandemic,70,10,18,8
2024-03-23,Sheffield,Post-Pandemic,78,NA,10,5
2024-03-24,Edinburgh,Post-Pandemic,68,9,7,4
2024-03-24,London,Post-Pandemic,63,15,9,6
2024-03-24,Manchester,Post-Pandemic,59,16,17,8
2024-03-24,Sheffield,Post-Pandemic,67,NA,11,6
2024-03-25,Edinburgh,Post-Pandemic,72,6,8,4
2024-03-25,London,Post-Pandemic,67,17,13,7
2024-03-25,Manchester,Post-Pandemic,29,44,14,7
2024-03-25,Sheffield,Post-Pandemic,40,NA,13,8
2024-03-26,Edinburgh,Post-Pandemic,82,7,5,2
2024-03-26,London,Post-Pandemic,51,26,13,8
2024-03-26,Manchester,Post-Pandemic,41,30,27,17
2024-03-26,Sheffield,Post-Pandemic,48,NA,23,16
2024-03-27,Edinburgh,Post-Pandemic,77,12,7,3
2024-03-27,London,Post-Pandemic,76,11,7,3
2024-03-27,Manchester,Post-Pandemic,51,32,9,5
2024-03-27,Sheffield,Post-Pandemic,62,NA,9,6
2024-03-28,Edinburgh,Post-Pandemic,77,8,10,6
2024-03-28,London,Post-Pandemic,84,7,9,5
2024-03-28,Manchester,Post-Pandemic,57,27,8,4
2024-03-28,Sheffield,Post-Pandemic,67,NA,6,3
2024-03-29,Edinburgh,Post-Pandemic,79,10,4,3
2024-03-29,London,Post-Pandemic,85,7,7,4
2024-03-29,Manchester,Post-Pandemic,56,20,8,4
2024-03-29,Sheffield,Post-Pandemic,67,NA,6,3
2024-03-30,Edinburgh,Post-Pandemic,74,9,5,3
2024-03-30,London,Post-Pandemic,76,16,8,5
2024-03-30,Manchester,Post-Pandemic,46,32,16,9
2024-03-30,Sheffield,Post-Pandemic,55,NA,13,8
2024-03-31,Edinburgh,Post-Pandemic,68,10,10,6
2024-03-31,London,Post-Pandemic,60,19,24,18
2024-03-31,Manchester,Post-Pandemic,60,20,11,7
2024-03-31,Sheffield,Post-Pandemic,46,NA,14,10
2024-04-01,Edinburgh,Post-Pandemic,80,6,9,5
2024-04-01,London,Post-Pandemic,76,9,8,5
2024-04-01,Manchester,Post-Pandemic,52,23,6,4
2024-04-01,Sheffield,Post-Pandemic,58,NA,6,4
2024-04-02,Edinburgh,Post-Pandemic,60,7,3,2
2024-04-02,London,Post-Pandemic,81,8,5,3
2024-04-02,Manchester,Post-Pandemic,34,37,13,8
2024-04-02,Sheffield,Post-Pandemic,51,NA,9,6
2024-04-03,Edinburgh,Post-Pandemic,79,5,8,5
2024-04-03,London,Post-Pandemic,74,10,5,2
2024-04-03,Manchester,Post-Pandemic,45,28,8,4
2024-04-03,Sheffield,Post-Pandemic,63,NA,5,3
2024-04-04,Edinburgh,Post-Pandemic,70,8,8,3
2024-04-04,London,Post-Pandemic,80,9,9,5
2024-04-04,Manchester,Post-Pandemic,43,31,14,6
2024-04-04,Sheffield,Post-Pandemic,37,NA,11,8
2024-04-05,Edinburgh,Post-Pandemic,64,7,6,4
2024-04-05,London,Post-Pandemic,73,8,11,7
2024-04-05,Manchester,Post-Pandemic,55,22,14,7
2024-04-05,Sheffield,Post-Pandemic,70,NA,10,6
2024-04-06,Edinburgh,Post-Pandemic,81,3,10,5
2024-04-06,London,Post-Pandemic,86,7,10,5
2024-04-06,Manchester,Post-Pandemic,68,17,11,6
2024-04-06,Sheffield,Post-Pandemic,78,NA,9,5
2024-04-07,Edinburgh,Post-Pandemic,92,1,8,4
2024-04-07,London,Post-Pandemic,89,5,13,8
2024-04-07,Manchester,Post-Pandemic,72,11,9,5
2024-04-07,Sheffield,Post-Pandemic,80,NA,7,4
2024-04-08,Edinburgh,Post-Pandemic,77,9,8,4
2024-04-08,London,Post-Pandemic,73,11,12,6
2024-04-08,Manchester,Post-Pandemic,40,36,11,6
2024-04-08,Sheffield,Post-Pandemic,60,NA,10,6
2024-04-09,Edinburgh,Post-Pandemic,64,13,5,3
2024-04-09,London,Post-Pandemic,77,8,6,3
2024-04-09,Manchester,Post-Pandemic,60,19,15,7
2024-04-09,Sheffield,Post-Pandemic,74,NA,8,4
2024-04-10,Edinburgh,Post-Pandemic,65,6,5,2
2024-04-10,London,Post-Pandemic,66,11,8,4
2024-04-10,Manchester,Post-Pandemic,34,30,9,5
2024-04-10,Sheffield,Post-Pandemic,53,NA,7,3
2024-04-11,Edinburgh,Post-Pandemic,73,5,9,5
2024-04-11,London,Post-Pandemic,63,9,5,3
2024-04-11,Manchester,Post-Pandemic,41,21,9,4
2024-04-11,Sheffield,Post-Pandemic,60,NA,4,2
2024-04-12,Edinburgh,Post-Pandemic,68,5,3,1
2024-04-12,London,Post-Pandemic,65,9,8,5
2024-04-12,Manchester,Post-Pandemic,52,23,12,6
2024-04-12,Sheffield,Post-Pandemic,71,NA,7,4
2024-04-13,Edinburgh,Post-Pandemic,80,5,7,4
2024-04-13,London,Post-Pandemic,68,8,7,5
2024-04-13,Manchester,Post-Pandemic,49,22,14,7
2024-04-13,Sheffield,Post-Pandemic,64,NA,8,4
2024-04-14,Edinburgh,Post-Pandemic,84,4,7,3
2024-04-14,London,Post-Pandemic,77,8,7,4
2024-04-14,Manchester,Post-Pandemic,68,12,14,6
2024-04-14,Sheffield,Post-Pandemic,79,NA,9,4
2024-04-15,Edinburgh,Post-Pandemic,87,9,3,1
2024-04-15,London,Post-Pandemic,85,6,7,3
2024-04-15,Manchester,Post-Pandemic,76,11,13,6
2024-04-15,Sheffield,Post-Pandemic,83,NA,7,3
2024-04-16,Edinburgh,Post-Pandemic,76,10,4,2
2024-04-16,London,Post-Pandemic,78,11,7,3
2024-04-16,Manchester,Post-Pandemic,65,17,14,6
2024-04-16,Sheffield,Post-Pandemic,71,NA,6,3
2024-04-17,Edinburgh,Post-Pandemic,70,15,7,3
2024-04-17,London,Post-Pandemic,70,12,7,3
2024-04-17,Manchester,Post-Pandemic,63,17,18,6
2024-04-17,Sheffield,Post-Pandemic,71,NA,7,3
2024-04-18,Edinburgh,Post-Pandemic,63,12,5,2
2024-04-18,London,Post-Pandemic,77,10,7,3
2024-04-18,Manchester,Post-Pandemic,45,26,15,7
2024-04-18,Sheffield,Post-Pandemic,60,NA,8,4
2024-04-19,Edinburgh,Post-Pandemic,73,13,7,3
2024-04-19,London,Post-Pandemic,70,10,8,4
2024-04-19,Manchester,Post-Pandemic,54,21,16,7
2024-04-19,Sheffield,Post-Pandemic,72,NA,8,4
2024-04-20,Edinburgh,Post-Pandemic,59,15,10,4
2024-04-20,London,Post-Pandemic,80,9,11,5
2024-04-20,Manchester,Post-Pandemic,45,26,22,8
2024-04-20,Sheffield,Post-Pandemic,66,NA,13,7
2024-04-21,Edinburgh,Post-Pandemic,57,13,10,6
2024-04-21,London,Post-Pandemic,85,6,10,5
2024-04-21,Manchester,Post-Pandemic,70,13,14,7
2024-04-21,Sheffield,Post-Pandemic,76,NA,12,6
2024-04-22,Edinburgh,Post-Pandemic,54,15,8,5
2024-04-22,London,Post-Pandemic,77,13,10,5
2024-04-22,Manchester,Post-Pandemic,25,37,16,11
2024-04-22,Sheffield,Post-Pandemic,35,NA,12,10
2024-04-23,Edinburgh,Post-Pandemic,77,9,14,7
2024-04-23,London,Post-Pandemic,69,15,10,6
2024-04-23,Manchester,Post-Pandemic,61,18,32,10
2024-04-23,Sheffield,Post-Pandemic,71,NA,13,7
2024-04-24,Edinburgh,Post-Pandemic,80,11,12,5
2024-04-24,London,Post-Pandemic,78,13,11,5
2024-04-24,Manchester,Post-Pandemic,65,19,39,10
2024-04-24,Sheffield,Post-Pandemic,69,NA,13,7
2024-04-25,Edinburgh,Post-Pandemic,86,6,6,3
2024-04-25,London,Post-Pandemic,52,26,14,8
2024-04-25,Manchester,Post-Pandemic,49,30,13,7
2024-04-25,Sheffield,Post-Pandemic,62,NA,11,7
2024-04-26,Edinburgh,Post-Pandemic,87,7,5,2
2024-04-26,London,Post-Pandemic,68,20,11,7
2024-04-26,Manchester,Post-Pandemic,59,27,11,7
2024-04-26,Sheffield,Post-Pandemic,70,NA,9,6
2024-04-27,Edinburgh,Post-Pandemic,73,11,7,4
2024-04-27,London,Post-Pandemic,78,12,7,6
2024-04-27,Manchester,Post-Pandemic,61,26,15,10
2024-04-27,Sheffield,Post-Pandemic,67,NA,13,9
2024-04-28,Edinburgh,Post-Pandemic,82,8,6,4
2024-04-28,London,Post-Pandemic,74,9,4,3
2024-04-28,Manchester,Post-Pandemic,72,13,8,5
2024-04-28,Sheffield,Post-Pandemic,74,NA,5,4
2024-04-29,Edinburgh,Post-Pandemic,76,4,4,2
2024-04-29,London,Post-Pandemic,85,11,9,4
2024-04-29,Manchester,Post-Pandemic,62,19,11,5
2024-04-29,Sheffield,Post-Pandemic,71,NA,8,4
2024-04-30,Edinburgh,Post-Pandemic,80,6,8,4
2024-04-30,London,Post-Pandemic,74,14,11,5
2024-04-30,Manchester,Post-Pandemic,66,27,13,5
2024-04-30,Sheffield,Post-Pandemic,71,NA,10,5
2024-05-01,Edinburgh,Post-Pandemic,68,11,26,19
2024-05-01,London,Post-Pandemic,48,29,25,17
2024-05-01,Manchester,Post-Pandemic,49,29,25,14
2024-05-01,Sheffield,Post-Pandemic,52,NA,27,19
2024-05-02,Edinburgh,Post-Pandemic,90,6,31,15
2024-05-02,London,Post-Pandemic,67,14,26,20
2024-05-02,Manchester,Post-Pandemic,73,21,36,20
2024-05-02,Sheffield,Post-Pandemic,81,NA,34,21
2024-05-03,Edinburgh,Post-Pandemic,90,6,31,15
2024-05-03,London,Post-Pandemic,64,16,6,3
2024-05-03,Manchester,Post-Pandemic,50,20,27,16
2024-05-03,Sheffield,Post-Pandemic,56,NA,27,16
2024-05-04,Edinburgh,Post-Pandemic,65,10,16,9
2024-05-04,London,Post-Pandemic,72,16,7,5
2024-05-04,Manchester,Post-Pandemic,37,26,10,6
2024-05-04,Sheffield,Post-Pandemic,55,NA,5,3
2024-05-05,Edinburgh,Post-Pandemic,61,10,6,4
2024-05-05,London,Post-Pandemic,56,22,8,6
2024-05-05,Manchester,Post-Pandemic,52,25,11,8
2024-05-05,Sheffield,Post-Pandemic,57,NA,9,6
2024-05-06,Edinburgh,Post-Pandemic,64,9,8,6
2024-05-06,London,Post-Pandemic,50,23,14,12
2024-05-06,Manchester,Post-Pandemic,50,19,14,10
2024-05-06,Sheffield,Post-Pandemic,55,NA,14,11
2024-05-07,Edinburgh,Post-Pandemic,73,10,10,6
2024-05-07,London,Post-Pandemic,77,14,15,11
2024-05-07,Manchester,Post-Pandemic,55,25,14,9
2024-05-07,Sheffield,Post-Pandemic,56,NA,16,12
2024-05-08,Edinburgh,Post-Pandemic,66,12,12,7
2024-05-08,London,Post-Pandemic,66,17,18,14
2024-05-08,Manchester,Post-Pandemic,54,23,21,13
2024-05-08,Sheffield,Post-Pandemic,59,NA,17,12
2024-05-09,Edinburgh,Post-Pandemic,62,12,10,6
2024-05-09,London,Post-Pandemic,82,14,17,12
2024-05-09,Manchester,Post-Pandemic,61,17,21,12
2024-05-09,Sheffield,Post-Pandemic,61,NA,15,10
2024-05-10,Edinburgh,Post-Pandemic,71,15,13,7
2024-05-10,London,Post-Pandemic,72,28,19,12
2024-05-10,Manchester,Post-Pandemic,47,38,23,14
2024-05-10,Sheffield,Post-Pandemic,51,NA,17,10
2024-05-11,Edinburgh,Post-Pandemic,68,17,15,10
2024-05-11,London,Post-Pandemic,81,18,28,22
2024-05-11,Manchester,Post-Pandemic,56,NA,20,13
2024-05-11,Sheffield,Post-Pandemic,60,NA,18,13
2024-05-12,Edinburgh,Post-Pandemic,74,10,19,13
2024-05-12,London,Post-Pandemic,89,19,23,16
2024-05-12,Manchester,Post-Pandemic,68,NA,23,16
2024-05-12,Sheffield,Post-Pandemic,64,NA,24,18
2024-05-13,Edinburgh,Post-Pandemic,72,15,31,22
2024-05-13,London,Post-Pandemic,78,8,13,8
2024-05-13,Manchester,Post-Pandemic,51,20,17,10
2024-05-13,Sheffield,Post-Pandemic,59,NA,17,11
2024-05-14,Edinburgh,Post-Pandemic,78,13,33,24
2024-05-14,London,Post-Pandemic,58,11,11,6
2024-05-14,Manchester,Post-Pandemic,36,30,12,7
2024-05-14,Sheffield,Post-Pandemic,43,NA,14,10
2024-05-15,Edinburgh,Post-Pandemic,75,12,25,20
2024-05-15,London,Post-Pandemic,52,15,11,5
2024-05-15,Manchester,Post-Pandemic,32,30,14,9
2024-05-15,Sheffield,Post-Pandemic,35,NA,14,10
2024-05-16,Edinburgh,Post-Pandemic,86,7,20,12
2024-05-16,London,Post-Pandemic,32,29,15,10
2024-05-16,Manchester,Post-Pandemic,39,27,20,14
2024-05-16,Sheffield,Post-Pandemic,48,NA,25,18
2024-05-17,Edinburgh,Post-Pandemic,89,8,35,17
2024-05-17,London,Post-Pandemic,56,17,9,5
2024-05-17,Manchester,Post-Pandemic,61,22,19,13
2024-05-17,Sheffield,Post-Pandemic,63,16,25,17
2024-05-18,Edinburgh,Post-Pandemic,87,9,26,18
2024-05-18,London,Post-Pandemic,69,15,16,12
2024-05-18,Manchester,Post-Pandemic,64,23,26,18
2024-05-18,Sheffield,Post-Pandemic,67,15,27,19
2024-05-19,Edinburgh,Post-Pandemic,78,6,8,6
2024-05-19,London,Post-Pandemic,100,7,25,13
2024-05-19,Manchester,Post-Pandemic,86,16,18,10
2024-05-19,Sheffield,Post-Pandemic,85,9,23,14
2024-05-20,Edinburgh,Post-Pandemic,73,6,6,3
2024-05-20,London,Post-Pandemic,90,8,19,10
2024-05-20,Manchester,Post-Pandemic,49,19,15,9
2024-05-20,Sheffield,Post-Pandemic,57,12,15,9
2024-05-21,Edinburgh,Post-Pandemic,76,5,10,6
2024-05-21,London,Post-Pandemic,52,15,13,9
2024-05-21,Manchester,Post-Pandemic,59,22,16,9
2024-05-21,Sheffield,Post-Pandemic,63,12,16,11
2024-05-22,Edinburgh,Post-Pandemic,74,13,9,7
2024-05-22,London,Post-Pandemic,43,18,11,8
2024-05-22,Manchester,Post-Pandemic,41,20,12,9
2024-05-22,Sheffield,Post-Pandemic,65,9,7,5
2024-05-23,Edinburgh,Post-Pandemic,66,14,3,2
2024-05-23,London,Post-Pandemic,57,9,8,4
2024-05-23,Manchester,Post-Pandemic,43,16,10,5
2024-05-23,Sheffield,Post-Pandemic,55,7,3,2
2024-05-24,Edinburgh,Post-Pandemic,51,14,6,4
2024-05-24,London,Post-Pandemic,62,15,10,5
2024-05-24,Manchester,Post-Pandemic,25,27,15,8
2024-05-24,Sheffield,Post-Pandemic,40,12,8,5
2024-05-25,Edinburgh,Post-Pandemic,54,9,8,5
2024-05-25,London,Post-Pandemic,64,20,11,7
2024-05-25,Manchester,Post-Pandemic,47,26,15,10
2024-05-25,Sheffield,Post-Pandemic,47,14,12,9
2024-05-26,Edinburgh,Post-Pandemic,72,8,9,6
2024-05-26,London,Post-Pandemic,69,7,6,4
2024-05-26,Manchester,Post-Pandemic,48,19,10,7
2024-05-26,Sheffield,Post-Pandemic,56,11,8,7
2024-05-27,Edinburgh,Post-Pandemic,57,11,5,3
2024-05-27,London,Post-Pandemic,75,6,6,3
2024-05-27,Manchester,Post-Pandemic,47,15,7,4
2024-05-27,Sheffield,Post-Pandemic,58,6,4,2
2024-05-28,Edinburgh,Post-Pandemic,56,10,5,3
2024-05-28,London,Post-Pandemic,57,9,6,4
2024-05-28,Manchester,Post-Pandemic,41,19,9,5
2024-05-28,Sheffield,Post-Pandemic,45,10,6,3
2024-05-29,Edinburgh,Post-Pandemic,62,15,5,3
2024-05-29,London,Post-Pandemic,66,8,8,4
2024-05-29,Manchester,Post-Pandemic,51,14,12,6
2024-05-29,Sheffield,Post-Pandemic,64,5,6,4
2024-05-30,Edinburgh,Post-Pandemic,67,11,6,3
2024-05-30,London,Post-Pandemic,65,9,7,3
2024-05-30,Manchester,Post-Pandemic,50,17,10,5
2024-05-30,Sheffield,Post-Pandemic,64,7,7,4
2024-05-31,Edinburgh,Post-Pandemic,76,9,21,16
2024-05-31,London,Post-Pandemic,68,8,10,5
2024-05-31,Manchester,Post-Pandemic,54,19,23,17
2024-05-31,Sheffield,Post-Pandemic,66,10,17,13
2024-06-01,Edinburgh,Post-Pandemic,79,9,13,8
2024-06-01,London,Post-Pandemic,71,6,9,6
2024-06-01,Manchester,Post-Pandemic,58,22,14,9
2024-06-01,Sheffield,Post-Pandemic,70,12,13,9
2024-06-02,Edinburgh,Post-Pandemic,61,7,7,4
2024-06-02,London,Post-Pandemic,86,6,12,8
2024-06-02,Manchester,Post-Pandemic,54,17,14,9
2024-06-02,Sheffield,Post-Pandemic,54,12,10,7
2024-06-03,Edinburgh,Post-Pandemic,63,7,5,2
2024-06-03,London,Post-Pandemic,43,16,10,5
2024-06-03,Manchester,Post-Pandemic,44,14,12,6
2024-06-03,Sheffield,Post-Pandemic,45,7,5,3
2024-06-04,Edinburgh,Post-Pandemic,65,6,8,4
2024-06-04,London,Post-Pandemic,42,14,11,5
2024-06-04,Manchester,Post-Pandemic,40,17,13,6
2024-06-04,Sheffield,Post-Pandemic,52,7,10,5
2024-06-05,Edinburgh,Post-Pandemic,60,9,13,6
2024-06-05,London,Post-Pandemic,53,17,18,9
2024-06-05,Manchester,Post-Pandemic,49,15,16,8
2024-06-05,Sheffield,Post-Pandemic,57,6,12,7
2024-06-06,Edinburgh,Post-Pandemic,62,8,11,5
2024-06-06,London,Post-Pandemic,59,13,16,10
2024-06-06,Manchester,Post-Pandemic,54,14,16,10
2024-06-06,Sheffield,Post-Pandemic,61,7,14,9
2024-06-07,Edinburgh,Post-Pandemic,NA,5,12,7
2024-06-07,London,Post-Pandemic,60,14,13,7
2024-06-07,Manchester,Post-Pandemic,51,18,12,7
2024-06-07,Sheffield,Post-Pandemic,60,7,10,6
2024-06-08,Edinburgh,Post-Pandemic,NA,8,10,5
2024-06-08,London,Post-Pandemic,64,8,8,4
2024-06-08,Manchester,Post-Pandemic,52,12,11,6
2024-06-08,Sheffield,Post-Pandemic,58,6,7,4
2024-06-09,Edinburgh,Post-Pandemic,NA,6,5,3
2024-06-09,London,Post-Pandemic,59,10,9,5
2024-06-09,Manchester,Post-Pandemic,53,13,11,7
2024-06-09,Sheffield,Post-Pandemic,59,5,9,5
2024-06-10,Edinburgh,Post-Pandemic,NA,8,5,3
2024-06-10,London,Post-Pandemic,54,12,7,4
2024-06-10,Manchester,Post-Pandemic,48,15,8,4
2024-06-10,Sheffield,Post-Pandemic,54,8,5,3
2024-06-11,Edinburgh,Post-Pandemic,NA,7,4,2
2024-06-11,London,Post-Pandemic,42,17,8,4
2024-06-11,Manchester,Post-Pandemic,49,15,9,4
2024-06-11,Sheffield,Post-Pandemic,55,11,5,3
2024-06-12,London,Post-Pandemic,46,26,13,7
2024-06-12,Manchester,Post-Pandemic,59,16,12,6
2024-06-12,Sheffield,Post-Pandemic,58,NA,8,5
2024-06-13,London,Post-Pandemic,69,10,10,5
2024-06-13,Manchester,Post-Pandemic,44,28,13,7
2024-06-13,Sheffield,Post-Pandemic,53,NA,10,6
2024-06-14,London,Post-Pandemic,64,7,6,3
2024-06-14,Manchester,Post-Pandemic,44,20,9,4
2024-06-14,Sheffield,Post-Pandemic,48,NA,5,3
2024-06-15,London,Post-Pandemic,67,6,7,4
2024-06-15,Manchester,Post-Pandemic,47,23,9,5
2024-06-15,Sheffield,Post-Pandemic,55,NA,5,3
2024-06-16,London,Post-Pandemic,72,6,9,5
2024-06-16,Manchester,Post-Pandemic,53,14,8,5
2024-06-16,Sheffield,Post-Pandemic,60,NA,5,3
2024-06-17,London,Post-Pandemic,70,9,8,4
2024-06-17,Manchester,Post-Pandemic,58,13,10,5
2024-06-17,Sheffield,Post-Pandemic,66,NA,7,5
2024-06-18,London,Post-Pandemic,69,11,11,5
2024-06-18,Manchester,Post-Pandemic,56,14,10,5
2024-06-18,Sheffield,Post-Pandemic,56,NA,7,5
2024-06-19,London,Post-Pandemic,72,9,9,4
